30712,50:00:00:00:77:f7,18:00:00:00:77:f7
30713,50:00:00:00:77:f8,18:00:00:00:77:f8
30714,50:00:00:00:77:f9,18:00:00:00:77:f9
30715,50:00:00:00:77:fa,18:00:00:00:77:fa
30716,50:00:00:00:77:fb,18:00:00:00:77:fb
30717,50:00:00:00:77:fc,18:00:00:00:77:fc
30718,50:00:00:00:77:fd,18:00:00:00:77:fd
30719,50:00:00:00:77:fe,18:00:00:00:77:fe
30720,50:00:00:00:77:ff,18:00:00:00:77:ff
30721,50:00:00:00:78:00,18:00:00:00:78:00
30722,50:00:00:00:78:01,18:00:00:00:78:01
30723,50:00:00:00:78:02,18:00:00:00:78:02
30724,50:00:00:00:78:03,18:00:00:00:78:03
30725,50:00:00:00:78:04,18:00:00:00:78:04
30726,50:00:00:00:78:05,18:00:00:00:78:05
30727,50:00:00:00:78:06,18:00:00:00:78:06
30728,50:00:00:00:78:07,18:00:00:00:78:07
30729,50:00:00:00:78:08,18:00:00:00:78:08
30730,50:00:00:00:78:09,18:00:00:00:78:09
30731,50:00:00:00:78:0a,18:00:00:00:78:0a
30732,50:00:00:00:78:0b,18:00:00:00:78:0b
30733,50:00:00:00:78:0c,18:00:00:00:78:0c
30734,50:00:00:00:78:0d,18:00:00:00:78:0d
30735,50:00:00:00:78:0e,18:00:00:00:78:0e
30736,50:00:00:00:78:0f,18:00:00:00:78:0f
30737,50:00:00:00:78:10,18:00:00:00:78:10
30738,50:00:00:00:78:11,18:00:00:00:78:11
30739,50:00:00:00:78:12,18:00:00:00:78:12
30740,50:00:00:00:78:13,18:00:00:00:78:13
30741,50:00:00:00:78:14,18:00:00:00:78:14
30742,50:00:00:00:78:15,18:00:00:00:78:15
30743,50:00:00:00:78:16,18:00:00:00:78:16
30744,50:00:00:00:78:17,18:00:00:00:78:17
30745,50:00:00:00:78:18,18:00:00:00:78:18
30746,50:00:00:00:78:19,18:00:00:00:78:19
30747,50:00:00:00:78:1a,18:00:00:00:78:1a
30748,50:00:00:00:78:1b,18:00:00:00:78:1b
30749,50:00:00:00:78:1c,18:00:00:00:78:1c
30750,50:00:00:00:78:1d,18:00:00:00:78:1d
30751,50:00:00:00:78:1e,18:00:00:00:78:1e
30752,50:00:00:00:78:1f,18:00:00:00:78:1f
30753,50:00:00:00:78:20,18:00:00:00:78:20
30754,50:00:00:00:78:21,18:00:00:00:78:21
30755,50:00:00:00:78:22,18:00:00:00:78:22
30756,50:00:00:00:78:23,18:00:00:00:78:23
30757,50:00:00:00:78:24,18:00:00:00:78:24
30758,50:00:00:00:78:25,18:00:00:00:78:25
30759,50:00:00:00:78:26,18:00:00:00:78:26
30760,50:00:00:00:78:27,18:00:00:00:78:27
30761,50:00:00:00:78:28,18:00:00:00:78:28
30762,50:00:00:00:78:29,18:00:00:00:78:29
30763,50:00:00:00:78:2a,18:00:00:00:78:2a
30764,50:00:00:00:78:2b,18:00:00:00:78:2b
30765,50:00:00:00:78:2c,18:00:00:00:78:2c
30766,50:00:00:00:78:2d,18:00:00:00:78:2d
30767,50:00:00:00:78:2e,18:00:00:00:78:2e
30768,50:00:00:00:78:2f,18:00:00:00:78:2f
30769,50:00:00:00:78:30,18:00:00:00:78:30
30770,50:00:00:00:78:31,18:00:00:00:78:31
30771,50:00:00:00:78:32,18:00:00:00:78:32
30772,50:00:00:00:78:33,18:00:00:00:78:33
30773,50:00:00:00:78:34,18:00:00:00:78:34
30774,50:00:00:00:78:35,18:00:00:00:78:35
30775,50:00:00:00:78:36,18:00:00:00:78:36
30776,50:00:00:00:78:37,18:00:00:00:78:37
30777,50:00:00:00:78:38,18:00:00:00:78:38
30778,50:00:00:00:78:39,18:00:00:00:78:39
30779,50:00:00:00:78:3a,18:00:00:00:78:3a
30780,50:00:00:00:78:3b,18:00:00:00:78:3b
30781,50:00:00:00:78:3c,18:00:00:00:78:3c
30782,50:00:00:00:78:3d,18:00:00:00:78:3d
30783,50:00:00:00:78:3e,18:00:00:00:78:3e
30784,50:00:00:00:78:3f,18:00:00:00:78:3f
30785,50:00:00:00:78:40,18:00:00:00:78:40
30786,50:00:00:00:78:41,18:00:00:00:78:41
30787,50:00:00:00:78:42,18:00:00:00:78:42
30788,50:00:00:00:78:43,18:00:00:00:78:43
30789,50:00:00:00:78:44,18:00:00:00:78:44
30790,50:00:00:00:78:45,18:00:00:00:78:45
30791,50:00:00:00:78:46,18:00:00:00:78:46
30792,50:00:00:00:78:47,18:00:00:00:78:47
30793,50:00:00:00:78:48,18:00:00:00:78:48
30794,50:00:00:00:78:49,18:00:00:00:78:49
30795,50:00:00:00:78:4a,18:00:00:00:78:4a
30796,50:00:00:00:78:4b,18:00:00:00:78:4b
30797,50:00:00:00:78:4c,18:00:00:00:78:4c
30798,50:00:00:00:78:4d,18:00:00:00:78:4d
30799,50:00:00:00:78:4e,18:00:00:00:78:4e
30800,50:00:00:00:78:4f,18:00:00:00:78:4f
30801,50:00:00:00:78:50,18:00:00:00:78:50
30802,50:00:00:00:78:51,18:00:00:00:78:51
30803,50:00:00:00:78:52,18:00:00:00:78:52
30804,50:00:00:00:78:53,18:00:00:00:78:53
30805,50:00:00:00:78:54,18:00:00:00:78:54
30806,50:00:00:00:78:55,18:00:00:00:78:55
30807,50:00:00:00:78:56,18:00:00:00:78:56
30808,50:00:00:00:78:57,18:00:00:00:78:57
30809,50:00:00:00:78:58,18:00:00:00:78:58
30810,50:00:00:00:78:59,18:00:00:00:78:59
30811,50:00:00:00:78:5a,18:00:00:00:78:5a
30812,50:00:00:00:78:5b,18:00:00:00:78:5b
30813,50:00:00:00:78:5c,18:00:00:00:78:5c
30814,50:00:00:00:78:5d,18:00:00:00:78:5d
30815,50:00:00:00:78:5e,18:00:00:00:78:5e
30816,50:00:00:00:78:5f,18:00:00:00:78:5f
30817,50:00:00:00:78:60,18:00:00:00:78:60
30818,50:00:00:00:78:61,18:00:00:00:78:61
30819,50:00:00:00:78:62,18:00:00:00:78:62
30820,50:00:00:00:78:63,18:00:00:00:78:63
30821,50:00:00:00:78:64,18:00:00:00:78:64
30822,50:00:00:00:78:65,18:00:00:00:78:65
30823,50:00:00:00:78:66,18:00:00:00:78:66
30824,50:00:00:00:78:67,18:00:00:00:78:67
30825,50:00:00:00:78:68,18:00:00:00:78:68
30826,50:00:00:00:78:69,18:00:00:00:78:69
30827,50:00:00:00:78:6a,18:00:00:00:78:6a
30828,50:00:00:00:78:6b,18:00:00:00:78:6b
30829,50:00:00:00:78:6c,18:00:00:00:78:6c
30830,50:00:00:00:78:6d,18:00:00:00:78:6d
30831,50:00:00:00:78:6e,18:00:00:00:78:6e
30832,50:00:00:00:78:6f,18:00:00:00:78:6f
30833,50:00:00:00:78:70,18:00:00:00:78:70
30834,50:00:00:00:78:71,18:00:00:00:78:71
30835,50:00:00:00:78:72,18:00:00:00:78:72
30836,50:00:00:00:78:73,18:00:00:00:78:73
30837,50:00:00:00:78:74,18:00:00:00:78:74
30838,50:00:00:00:78:75,18:00:00:00:78:75
30839,50:00:00:00:78:76,18:00:00:00:78:76
30840,50:00:00:00:78:77,18:00:00:00:78:77
30841,50:00:00:00:78:78,18:00:00:00:78:78
30842,50:00:00:00:78:79,18:00:00:00:78:79
30843,50:00:00:00:78:7a,18:00:00:00:78:7a
30844,50:00:00:00:78:7b,18:00:00:00:78:7b
30845,50:00:00:00:78:7c,18:00:00:00:78:7c
30846,50:00:00:00:78:7d,18:00:00:00:78:7d
30847,50:00:00:00:78:7e,18:00:00:00:78:7e
30848,50:00:00:00:78:7f,18:00:00:00:78:7f
30849,50:00:00:00:78:80,18:00:00:00:78:80
30850,50:00:00:00:78:81,18:00:00:00:78:81
30851,50:00:00:00:78:82,18:00:00:00:78:82
30852,50:00:00:00:78:83,18:00:00:00:78:83
30853,50:00:00:00:78:84,18:00:00:00:78:84
30854,50:00:00:00:78:85,18:00:00:00:78:85
30855,50:00:00:00:78:86,18:00:00:00:78:86
30856,50:00:00:00:78:87,18:00:00:00:78:87
30857,50:00:00:00:78:88,18:00:00:00:78:88
30858,50:00:00:00:78:89,18:00:00:00:78:89
30859,50:00:00:00:78:8a,18:00:00:00:78:8a
30860,50:00:00:00:78:8b,18:00:00:00:78:8b
30861,50:00:00:00:78:8c,18:00:00:00:78:8c
30862,50:00:00:00:78:8d,18:00:00:00:78:8d
30863,50:00:00:00:78:8e,18:00:00:00:78:8e
30864,50:00:00:00:78:8f,18:00:00:00:78:8f
30865,50:00:00:00:78:90,18:00:00:00:78:90
30866,50:00:00:00:78:91,18:00:00:00:78:91
30867,50:00:00:00:78:92,18:00:00:00:78:92
30868,50:00:00:00:78:93,18:00:00:00:78:93
30869,50:00:00:00:78:94,18:00:00:00:78:94
30870,50:00:00:00:78:95,18:00:00:00:78:95
30871,50:00:00:00:78:96,18:00:00:00:78:96
30872,50:00:00:00:78:97,18:00:00:00:78:97
30873,50:00:00:00:78:98,18:00:00:00:78:98
30874,50:00:00:00:78:99,18:00:00:00:78:99
30875,50:00:00:00:78:9a,18:00:00:00:78:9a
30876,50:00:00:00:78:9b,18:00:00:00:78:9b
30877,50:00:00:00:78:9c,18:00:00:00:78:9c
30878,50:00:00:00:78:9d,18:00:00:00:78:9d
30879,50:00:00:00:78:9e,18:00:00:00:78:9e
30880,50:00:00:00:78:9f,18:00:00:00:78:9f
30881,50:00:00:00:78:a0,18:00:00:00:78:a0
30882,50:00:00:00:78:a1,18:00:00:00:78:a1
30883,50:00:00:00:78:a2,18:00:00:00:78:a2
30884,50:00:00:00:78:a3,18:00:00:00:78:a3
30885,50:00:00:00:78:a4,18:00:00:00:78:a4
30886,50:00:00:00:78:a5,18:00:00:00:78:a5
30887,50:00:00:00:78:a6,18:00:00:00:78:a6
30888,50:00:00:00:78:a7,18:00:00:00:78:a7
30889,50:00:00:00:78:a8,18:00:00:00:78:a8
30890,50:00:00:00:78:a9,18:00:00:00:78:a9
30891,50:00:00:00:78:aa,18:00:00:00:78:aa
30892,50:00:00:00:78:ab,18:00:00:00:78:ab
30893,50:00:00:00:78:ac,18:00:00:00:78:ac
30894,50:00:00:00:78:ad,18:00:00:00:78:ad
30895,50:00:00:00:78:ae,18:00:00:00:78:ae
30896,50:00:00:00:78:af,18:00:00:00:78:af
30897,50:00:00:00:78:b0,18:00:00:00:78:b0
30898,50:00:00:00:78:b1,18:00:00:00:78:b1
30899,50:00:00:00:78:b2,18:00:00:00:78:b2
30900,50:00:00:00:78:b3,18:00:00:00:78:b3
30901,50:00:00:00:78:b4,18:00:00:00:78:b4
30902,50:00:00:00:78:b5,18:00:00:00:78:b5
30903,50:00:00:00:78:b6,18:00:00:00:78:b6
30904,50:00:00:00:78:b7,18:00:00:00:78:b7
30905,50:00:00:00:78:b8,18:00:00:00:78:b8
30906,50:00:00:00:78:b9,18:00:00:00:78:b9
30907,50:00:00:00:78:ba,18:00:00:00:78:ba
30908,50:00:00:00:78:bb,18:00:00:00:78:bb
30909,50:00:00:00:78:bc,18:00:00:00:78:bc
30910,50:00:00:00:78:bd,18:00:00:00:78:bd
30911,50:00:00:00:78:be,18:00:00:00:78:be
30912,50:00:00:00:78:bf,18:00:00:00:78:bf
30913,50:00:00:00:78:c0,18:00:00:00:78:c0
30914,50:00:00:00:78:c1,18:00:00:00:78:c1
30915,50:00:00:00:78:c2,18:00:00:00:78:c2
30916,50:00:00:00:78:c3,18:00:00:00:78:c3
30917,50:00:00:00:78:c4,18:00:00:00:78:c4
30918,50:00:00:00:78:c5,18:00:00:00:78:c5
30919,50:00:00:00:78:c6,18:00:00:00:78:c6
30920,50:00:00:00:78:c7,18:00:00:00:78:c7
30921,50:00:00:00:78:c8,18:00:00:00:78:c8
30922,50:00:00:00:78:c9,18:00:00:00:78:c9
30923,50:00:00:00:78:ca,18:00:00:00:78:ca
30924,50:00:00:00:78:cb,18:00:00:00:78:cb
30925,50:00:00:00:78:cc,18:00:00:00:78:cc
30926,50:00:00:00:78:cd,18:00:00:00:78:cd
30927,50:00:00:00:78:ce,18:00:00:00:78:ce
30928,50:00:00:00:78:cf,18:00:00:00:78:cf
30929,50:00:00:00:78:d0,18:00:00:00:78:d0
30930,50:00:00:00:78:d1,18:00:00:00:78:d1
30931,50:00:00:00:78:d2,18:00:00:00:78:d2
30932,50:00:00:00:78:d3,18:00:00:00:78:d3
30933,50:00:00:00:78:d4,18:00:00:00:78:d4
30934,50:00:00:00:78:d5,18:00:00:00:78:d5
30935,50:00:00:00:78:d6,18:00:00:00:78:d6
30936,50:00:00:00:78:d7,18:00:00:00:78:d7
30937,50:00:00:00:78:d8,18:00:00:00:78:d8
30938,50:00:00:00:78:d9,18:00:00:00:78:d9
30939,50:00:00:00:78:da,18:00:00:00:78:da
30940,50:00:00:00:78:db,18:00:00:00:78:db
30941,50:00:00:00:78:dc,18:00:00:00:78:dc
30942,50:00:00:00:78:dd,18:00:00:00:78:dd
30943,50:00:00:00:78:de,18:00:00:00:78:de
30944,50:00:00:00:78:df,18:00:00:00:78:df
30945,50:00:00:00:78:e0,18:00:00:00:78:e0
30946,50:00:00:00:78:e1,18:00:00:00:78:e1
30947,50:00:00:00:78:e2,18:00:00:00:78:e2
30948,50:00:00:00:78:e3,18:00:00:00:78:e3
30949,50:00:00:00:78:e4,18:00:00:00:78:e4
30950,50:00:00:00:78:e5,18:00:00:00:78:e5
30951,50:00:00:00:78:e6,18:00:00:00:78:e6
30952,50:00:00:00:78:e7,18:00:00:00:78:e7
30953,50:00:00:00:78:e8,18:00:00:00:78:e8
30954,50:00:00:00:78:e9,18:00:00:00:78:e9
30955,50:00:00:00:78:ea,18:00:00:00:78:ea
30956,50:00:00:00:78:eb,18:00:00:00:78:eb
30957,50:00:00:00:78:ec,18:00:00:00:78:ec
30958,50:00:00:00:78:ed,18:00:00:00:78:ed
30959,50:00:00:00:78:ee,18:00:00:00:78:ee
30960,50:00:00:00:78:ef,18:00:00:00:78:ef
30961,50:00:00:00:78:f0,18:00:00:00:78:f0
30962,50:00:00:00:78:f1,18:00:00:00:78:f1
30963,50:00:00:00:78:f2,18:00:00:00:78:f2
30964,50:00:00:00:78:f3,18:00:00:00:78:f3
30965,50:00:00:00:78:f4,18:00:00:00:78:f4
30966,50:00:00:00:78:f5,18:00:00:00:78:f5
30967,50:00:00:00:78:f6,18:00:00:00:78:f6
30968,50:00:00:00:78:f7,18:00:00:00:78:f7
30969,50:00:00:00:78:f8,18:00:00:00:78:f8
30970,50:00:00:00:78:f9,18:00:00:00:78:f9
30971,50:00:00:00:78:fa,18:00:00:00:78:fa
30972,50:00:00:00:78:fb,18:00:00:00:78:fb
30973,50:00:00:00:78:fc,18:00:00:00:78:fc
30974,50:00:00:00:78:fd,18:00:00:00:78:fd
30975,50:00:00:00:78:fe,18:00:00:00:78:fe
30976,50:00:00:00:78:ff,18:00:00:00:78:ff
30977,50:00:00:00:79:00,18:00:00:00:79:00
30978,50:00:00:00:79:01,18:00:00:00:79:01
30979,50:00:00:00:79:02,18:00:00:00:79:02
30980,50:00:00:00:79:03,18:00:00:00:79:03
30981,50:00:00:00:79:04,18:00:00:00:79:04
30982,50:00:00:00:79:05,18:00:00:00:79:05
30983,50:00:00:00:79:06,18:00:00:00:79:06
30984,50:00:00:00:79:07,18:00:00:00:79:07
30985,50:00:00:00:79:08,18:00:00:00:79:08
30986,50:00:00:00:79:09,18:00:00:00:79:09
30987,50:00:00:00:79:0a,18:00:00:00:79:0a
30988,50:00:00:00:79:0b,18:00:00:00:79:0b
30989,50:00:00:00:79:0c,18:00:00:00:79:0c
30990,50:00:00:00:79:0d,18:00:00:00:79:0d
30991,50:00:00:00:79:0e,18:00:00:00:79:0e
30992,50:00:00:00:79:0f,18:00:00:00:79:0f
30993,50:00:00:00:79:10,18:00:00:00:79:10
30994,50:00:00:00:79:11,18:00:00:00:79:11
30995,50:00:00:00:79:12,18:00:00:00:79:12
30996,50:00:00:00:79:13,18:00:00:00:79:13
30997,50:00:00:00:79:14,18:00:00:00:79:14
30998,50:00:00:00:79:15,18:00:00:00:79:15
30999,50:00:00:00:79:16,18:00:00:00:79:16
31000,50:00:00:00:79:17,18:00:00:00:79:17
31001,50:00:00:00:79:18,18:00:00:00:79:18
31002,50:00:00:00:79:19,18:00:00:00:79:19
31003,50:00:00:00:79:1a,18:00:00:00:79:1a
31004,50:00:00:00:79:1b,18:00:00:00:79:1b
31005,50:00:00:00:79:1c,18:00:00:00:79:1c
31006,50:00:00:00:79:1d,18:00:00:00:79:1d
31007,50:00:00:00:79:1e,18:00:00:00:79:1e
31008,50:00:00:00:79:1f,18:00:00:00:79:1f
31009,50:00:00:00:79:20,18:00:00:00:79:20
31010,50:00:00:00:79:21,18:00:00:00:79:21
31011,50:00:00:00:79:22,18:00:00:00:79:22
31012,50:00:00:00:79:23,18:00:00:00:79:23
31013,50:00:00:00:79:24,18:00:00:00:79:24
31014,50:00:00:00:79:25,18:00:00:00:79:25
31015,50:00:00:00:79:26,18:00:00:00:79:26
31016,50:00:00:00:79:27,18:00:00:00:79:27
31017,50:00:00:00:79:28,18:00:00:00:79:28
31018,50:00:00:00:79:29,18:00:00:00:79:29
31019,50:00:00:00:79:2a,18:00:00:00:79:2a
31020,50:00:00:00:79:2b,18:00:00:00:79:2b
31021,50:00:00:00:79:2c,18:00:00:00:79:2c
31022,50:00:00:00:79:2d,18:00:00:00:79:2d
31023,50:00:00:00:79:2e,18:00:00:00:79:2e
31024,50:00:00:00:79:2f,18:00:00:00:79:2f
31025,50:00:00:00:79:30,18:00:00:00:79:30
31026,50:00:00:00:79:31,18:00:00:00:79:31
31027,50:00:00:00:79:32,18:00:00:00:79:32
31028,50:00:00:00:79:33,18:00:00:00:79:33
31029,50:00:00:00:79:34,18:00:00:00:79:34
31030,50:00:00:00:79:35,18:00:00:00:79:35
31031,50:00:00:00:79:36,18:00:00:00:79:36
31032,50:00:00:00:79:37,18:00:00:00:79:37
31033,50:00:00:00:79:38,18:00:00:00:79:38
31034,50:00:00:00:79:39,18:00:00:00:79:39
31035,50:00:00:00:79:3a,18:00:00:00:79:3a
31036,50:00:00:00:79:3b,18:00:00:00:79:3b
31037,50:00:00:00:79:3c,18:00:00:00:79:3c
31038,50:00:00:00:79:3d,18:00:00:00:79:3d
31039,50:00:00:00:79:3e,18:00:00:00:79:3e
31040,50:00:00:00:79:3f,18:00:00:00:79:3f
31041,50:00:00:00:79:40,18:00:00:00:79:40
31042,50:00:00:00:79:41,18:00:00:00:79:41
31043,50:00:00:00:79:42,18:00:00:00:79:42
31044,50:00:00:00:79:43,18:00:00:00:79:43
31045,50:00:00:00:79:44,18:00:00:00:79:44
31046,50:00:00:00:79:45,18:00:00:00:79:45
31047,50:00:00:00:79:46,18:00:00:00:79:46
31048,50:00:00:00:79:47,18:00:00:00:79:47
31049,50:00:00:00:79:48,18:00:00:00:79:48
31050,50:00:00:00:79:49,18:00:00:00:79:49
31051,50:00:00:00:79:4a,18:00:00:00:79:4a
31052,50:00:00:00:79:4b,18:00:00:00:79:4b
31053,50:00:00:00:79:4c,18:00:00:00:79:4c
31054,50:00:00:00:79:4d,18:00:00:00:79:4d
31055,50:00:00:00:79:4e,18:00:00:00:79:4e
31056,50:00:00:00:79:4f,18:00:00:00:79:4f
31057,50:00:00:00:79:50,18:00:00:00:79:50
31058,50:00:00:00:79:51,18:00:00:00:79:51
31059,50:00:00:00:79:52,18:00:00:00:79:52
31060,50:00:00:00:79:53,18:00:00:00:79:53
31061,50:00:00:00:79:54,18:00:00:00:79:54
31062,50:00:00:00:79:55,18:00:00:00:79:55
31063,50:00:00:00:79:56,18:00:00:00:79:56
31064,50:00:00:00:79:57,18:00:00:00:79:57
31065,50:00:00:00:79:58,18:00:00:00:79:58
31066,50:00:00:00:79:59,18:00:00:00:79:59
31067,50:00:00:00:79:5a,18:00:00:00:79:5a
31068,50:00:00:00:79:5b,18:00:00:00:79:5b
31069,50:00:00:00:79:5c,18:00:00:00:79:5c
31070,50:00:00:00:79:5d,18:00:00:00:79:5d
31071,50:00:00:00:79:5e,18:00:00:00:79:5e
31072,50:00:00:00:79:5f,18:00:00:00:79:5f
31073,50:00:00:00:79:60,18:00:00:00:79:60
31074,50:00:00:00:79:61,18:00:00:00:79:61
31075,50:00:00:00:79:62,18:00:00:00:79:62
31076,50:00:00:00:79:63,18:00:00:00:79:63
31077,50:00:00:00:79:64,18:00:00:00:79:64
31078,50:00:00:00:79:65,18:00:00:00:79:65
31079,50:00:00:00:79:66,18:00:00:00:79:66
31080,50:00:00:00:79:67,18:00:00:00:79:67
31081,50:00:00:00:79:68,18:00:00:00:79:68
31082,50:00:00:00:79:69,18:00:00:00:79:69
31083,50:00:00:00:79:6a,18:00:00:00:79:6a
31084,50:00:00:00:79:6b,18:00:00:00:79:6b
31085,50:00:00:00:79:6c,18:00:00:00:79:6c
31086,50:00:00:00:79:6d,18:00:00:00:79:6d
31087,50:00:00:00:79:6e,18:00:00:00:79:6e
31088,50:00:00:00:79:6f,18:00:00:00:79:6f
31089,50:00:00:00:79:70,18:00:00:00:79:70
31090,50:00:00:00:79:71,18:00:00:00:79:71
31091,50:00:00:00:79:72,18:00:00:00:79:72
31092,50:00:00:00:79:73,18:00:00:00:79:73
31093,50:00:00:00:79:74,18:00:00:00:79:74
31094,50:00:00:00:79:75,18:00:00:00:79:75
31095,50:00:00:00:79:76,18:00:00:00:79:76
31096,50:00:00:00:79:77,18:00:00:00:79:77
31097,50:00:00:00:79:78,18:00:00:00:79:78
31098,50:00:00:00:79:79,18:00:00:00:79:79
31099,50:00:00:00:79:7a,18:00:00:00:79:7a
31100,50:00:00:00:79:7b,18:00:00:00:79:7b
31101,50:00:00:00:79:7c,18:00:00:00:79:7c
31102,50:00:00:00:79:7d,18:00:00:00:79:7d
31103,50:00:00:00:79:7e,18:00:00:00:79:7e
31104,50:00:00:00:79:7f,18:00:00:00:79:7f
31105,50:00:00:00:79:80,18:00:00:00:79:80
31106,50:00:00:00:79:81,18:00:00:00:79:81
31107,50:00:00:00:79:82,18:00:00:00:79:82
31108,50:00:00:00:79:83,18:00:00:00:79:83
31109,50:00:00:00:79:84,18:00:00:00:79:84
31110,50:00:00:00:79:85,18:00:00:00:79:85
31111,50:00:00:00:79:86,18:00:00:00:79:86
31112,50:00:00:00:79:87,18:00:00:00:79:87
31113,50:00:00:00:79:88,18:00:00:00:79:88
31114,50:00:00:00:79:89,18:00:00:00:79:89
31115,50:00:00:00:79:8a,18:00:00:00:79:8a
31116,50:00:00:00:79:8b,18:00:00:00:79:8b
31117,50:00:00:00:79:8c,18:00:00:00:79:8c
31118,50:00:00:00:79:8d,18:00:00:00:79:8d
31119,50:00:00:00:79:8e,18:00:00:00:79:8e
31120,50:00:00:00:79:8f,18:00:00:00:79:8f
31121,50:00:00:00:79:90,18:00:00:00:79:90
31122,50:00:00:00:79:91,18:00:00:00:79:91
31123,50:00:00:00:79:92,18:00:00:00:79:92
31124,50:00:00:00:79:93,18:00:00:00:79:93
31125,50:00:00:00:79:94,18:00:00:00:79:94
31126,50:00:00:00:79:95,18:00:00:00:79:95
31127,50:00:00:00:79:96,18:00:00:00:79:96
31128,50:00:00:00:79:97,18:00:00:00:79:97
31129,50:00:00:00:79:98,18:00:00:00:79:98
31130,50:00:00:00:79:99,18:00:00:00:79:99
31131,50:00:00:00:79:9a,18:00:00:00:79:9a
31132,50:00:00:00:79:9b,18:00:00:00:79:9b
31133,50:00:00:00:79:9c,18:00:00:00:79:9c
31134,50:00:00:00:79:9d,18:00:00:00:79:9d
31135,50:00:00:00:79:9e,18:00:00:00:79:9e
31136,50:00:00:00:79:9f,18:00:00:00:79:9f
31137,50:00:00:00:79:a0,18:00:00:00:79:a0
31138,50:00:00:00:79:a1,18:00:00:00:79:a1
31139,50:00:00:00:79:a2,18:00:00:00:79:a2
31140,50:00:00:00:79:a3,18:00:00:00:79:a3
31141,50:00:00:00:79:a4,18:00:00:00:79:a4
31142,50:00:00:00:79:a5,18:00:00:00:79:a5
31143,50:00:00:00:79:a6,18:00:00:00:79:a6
31144,50:00:00:00:79:a7,18:00:00:00:79:a7
31145,50:00:00:00:79:a8,18:00:00:00:79:a8
31146,50:00:00:00:79:a9,18:00:00:00:79:a9
31147,50:00:00:00:79:aa,18:00:00:00:79:aa
31148,50:00:00:00:79:ab,18:00:00:00:79:ab
31149,50:00:00:00:79:ac,18:00:00:00:79:ac
31150,50:00:00:00:79:ad,18:00:00:00:79:ad
31151,50:00:00:00:79:ae,18:00:00:00:79:ae
31152,50:00:00:00:79:af,18:00:00:00:79:af
31153,50:00:00:00:79:b0,18:00:00:00:79:b0
31154,50:00:00:00:79:b1,18:00:00:00:79:b1
31155,50:00:00:00:79:b2,18:00:00:00:79:b2
31156,50:00:00:00:79:b3,18:00:00:00:79:b3
31157,50:00:00:00:79:b4,18:00:00:00:79:b4
31158,50:00:00:00:79:b5,18:00:00:00:79:b5
31159,50:00:00:00:79:b6,18:00:00:00:79:b6
31160,50:00:00:00:79:b7,18:00:00:00:79:b7
31161,50:00:00:00:79:b8,18:00:00:00:79:b8
31162,50:00:00:00:79:b9,18:00:00:00:79:b9
31163,50:00:00:00:79:ba,18:00:00:00:79:ba
31164,50:00:00:00:79:bb,18:00:00:00:79:bb
31165,50:00:00:00:79:bc,18:00:00:00:79:bc
31166,50:00:00:00:79:bd,18:00:00:00:79:bd
31167,50:00:00:00:79:be,18:00:00:00:79:be
31168,50:00:00:00:79:bf,18:00:00:00:79:bf
31169,50:00:00:00:79:c0,18:00:00:00:79:c0
31170,50:00:00:00:79:c1,18:00:00:00:79:c1
31171,50:00:00:00:79:c2,18:00:00:00:79:c2
31172,50:00:00:00:79:c3,18:00:00:00:79:c3
31173,50:00:00:00:79:c4,18:00:00:00:79:c4
31174,50:00:00:00:79:c5,18:00:00:00:79:c5
31175,50:00:00:00:79:c6,18:00:00:00:79:c6
31176,50:00:00:00:79:c7,18:00:00:00:79:c7
31177,50:00:00:00:79:c8,18:00:00:00:79:c8
31178,50:00:00:00:79:c9,18:00:00:00:79:c9
31179,50:00:00:00:79:ca,18:00:00:00:79:ca
31180,50:00:00:00:79:cb,18:00:00:00:79:cb
31181,50:00:00:00:79:cc,18:00:00:00:79:cc
31182,50:00:00:00:79:cd,18:00:00:00:79:cd
31183,50:00:00:00:79:ce,18:00:00:00:79:ce
31184,50:00:00:00:79:cf,18:00:00:00:79:cf
31185,50:00:00:00:79:d0,18:00:00:00:79:d0
31186,50:00:00:00:79:d1,18:00:00:00:79:d1
31187,50:00:00:00:79:d2,18:00:00:00:79:d2
31188,50:00:00:00:79:d3,18:00:00:00:79:d3
31189,50:00:00:00:79:d4,18:00:00:00:79:d4
31190,50:00:00:00:79:d5,18:00:00:00:79:d5
31191,50:00:00:00:79:d6,18:00:00:00:79:d6
31192,50:00:00:00:79:d7,18:00:00:00:79:d7
31193,50:00:00:00:79:d8,18:00:00:00:79:d8
31194,50:00:00:00:79:d9,18:00:00:00:79:d9
31195,50:00:00:00:79:da,18:00:00:00:79:da
31196,50:00:00:00:79:db,18:00:00:00:79:db
31197,50:00:00:00:79:dc,18:00:00:00:79:dc
31198,50:00:00:00:79:dd,18:00:00:00:79:dd
31199,50:00:00:00:79:de,18:00:00:00:79:de
31200,50:00:00:00:79:df,18:00:00:00:79:df
31201,50:00:00:00:79:e0,18:00:00:00:79:e0
31202,50:00:00:00:79:e1,18:00:00:00:79:e1
31203,50:00:00:00:79:e2,18:00:00:00:79:e2
31204,50:00:00:00:79:e3,18:00:00:00:79:e3
31205,50:00:00:00:79:e4,18:00:00:00:79:e4
31206,50:00:00:00:79:e5,18:00:00:00:79:e5
31207,50:00:00:00:79:e6,18:00:00:00:79:e6
31208,50:00:00:00:79:e7,18:00:00:00:79:e7
